Season,season_id,Team,team_id,Player,player_id,AB,GDP,DP_Rate,stats_url
ALPB- 2019,34130,Sugar Land Skeeters,34136,"Martinson, J",1750266,369,4,0.0108,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=34130
ALPB- 2019,34130,York Revolution,3614,"Mesa, M",1750339,460,5,0.0109,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34130
ALPB- 2025,34102,Staten Island Ferry Hawks,163526,"Scheffler, M",1749467,275,3,0.0109,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34102
ALPB- 2014,28163,Bridgeport Bluefish,3611,"Simmons, J",838995,545,6,0.011,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB- 2025,34102,Long Island Ducks,3609,"Kaler, K",1743135,273,3,0.011,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34102
ALPB - 2010,249,Somerset Patriots,3604,"Lydon, W",46193,540,6,0.0111,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2013,21966,Sugar Land Skeeters,34136,"Ramos, D",299674,452,5,0.0111,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2025,34102,Lexington Legends,163530,"Washington, X",1744135,270,3,0.0111,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2025,34102,High Point Rockers,163529,"Aklinski, B",1747963,358,4,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Rodriguez, H",1750920,268,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Clark, L",1747601,268,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2024,33927,Hagerstown Flying Boxcars,163525,"Moritz, A",1711973,268,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=33927
ALPB- 2018,31284,New Britain Bees,107693,"Skelton, J",780624,267,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"Mercado, R",289520,267,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB - 2010,249,Long Island Ducks,3609,"Colina, J",69110,267,3,0.0112,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2019,34130,High Point Rockers,163529,"Schroder, M",1750162,443,5,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34130
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Smith, S",440812,443,5,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2019,34130,High Point Rockers,163529,"Shaffer, R",1750167,353,4,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34130
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Vaughn, C",957751,353,4,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2019,34130,Somerset Patriots,3604,"Pacchioli, J",1097058,266,3,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2019,34130,Lancaster Barnstormers,3613,"De La Rosa, A",1084017,265,3,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2019,34130,New Britain Bees,107693,"Moreno, R",1750213,265,3,0.0113,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=34130
ALPB- 2021,34146,High Point Rockers,163529,"Field, J",1750506,350,4,0.0114,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Martinez, F",1228390,436,5,0.0115,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2018,31284,Somerset Patriots,3604,"Chavez, E",1232179,349,4,0.0115,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB- 2025,34102,Staten Island Ferry Hawks,163526,"Contreras, M",1754134,348,4,0.0115,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34102
ALPB- 2021,34146,Gastonia Honey Hunters,163528,"Tapia, E",1750590,261,3,0.0115,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146
ALPB - 2010,249,Newark Bears,3612,"Jones, K",46323,517,6,0.0116,https://baseball.pointstreak.com/team_stats.html?teamid=3612&seasonid=249
ALPB- 2019,34130,Long Island Ducks,3609,"Washington, D",1698555,346,4,0.0116,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2025,34102,Long Island Ducks,3609,"Town, R",1748020,346,4,0.0116,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34102
ALPB- 2015,29210,Lancaster Barnstormers,3613,"Rivers, K",958062,346,4,0.0116,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB- 2024,33927,Gastonia Baseball Club,163528,"Gatewood, J",1696437,427,5,0.0117,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=33927
ALPB - 2010,249,Southern Maryland Blue Crabs,3608,"Crozier, E",45601,427,5,0.0117,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=249
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Owens, J",125438,341,4,0.0117,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2024,33927,Lexington Legends,163530,"OBrien, K",1695967,257,3,0.0117,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=33927
ALPB- 2012,12585,Camden Riversharks,3610,"Walker, C",289443,510,6,0.0118,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2025,34102,Lancaster Stormers,3613,"Lucky, N",1747603,337,4,0.0119,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34102
ALPB- 2024,33927,Lexington Legends,163530,"x Bottcher, M",1695970,337,4,0.0119,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=33927
ALPB- 2019,34130,Sugar Land Skeeters,34136,"Stanley, C",1750270,336,4,0.0119,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=34130
ALPB - 2010,249,Bridgeport Bluefish,3611,"Bocachica, H",63875,252,3,0.0119,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB- 2014,28163,York Revolution,3614,"Patterson, E",434764,498,6,0.012,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=28163
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Jarrett, Z",1750944,416,5,0.012,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB- 2022,34154,High Point Rockers,163529,"Martinez, M",1750290,250,3,0.012,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2013,21966,Somerset Patriots,3604,"Aldridge, C",475056,331,4,0.0121,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=21966
ALPB - 2011,540,Somerset Patriots,3604,"Holden, J",46192,331,4,0.0121,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Clark, L",1747601,247,3,0.0121,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"Owens, J",125438,493,6,0.0122,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB- 2012,12585,Bridgeport Bluefish,3611,"Simmons, J",838995,329,4,0.0122,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=12585
ALPB- 2016,30100,York Revolution,3614,"Witherspoon, T",942013,328,4,0.0122,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Gonzalez, P",1700205,246,3,0.0122,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2014,28163,Long Island Ducks,3609,"Bailey, A",435501,489,6,0.0123,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2024,33927,Lancaster Stormers,3613,"Proctor, C",1695444,407,5,0.0123,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=33927
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Robinson, T",1749702,324,4,0.0123,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2024,33927,Gastonia Baseball Club,163528,"Gonzalez, H",1696433,244,3,0.0123,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=33927
ALPB- 2025,34102,Southern Maryland Blue Crabs,3608,"Baylor, J",1744254,243,3,0.0123,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34102
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Becker, L",1750826,484,6,0.0124,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Santa, K",1751171,323,4,0.0124,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB - 2011,540,Road Warriors,12699,"Suarez, G",140958,241,3,0.0124,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2014,28163,Lancaster Barnstormers,3613,"x Kjeldgaard, B",624997,238,3,0.0126,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2019,34130,Somerset Patriots,3604,"Kengor, W",1750045,474,6,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2017,30757,Long Island Ducks,3609,"Songco, A",1262092,472,6,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB- 2022,34154,High Point Rockers,163529,"Russell, M",1750186,394,5,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2018,31284,Somerset Patriots,3604,"Fransoso, M",994893,393,5,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Goris, D",1750840,316,4,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Dugan, K",1745222,236,3,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2013,21966,Sugar Land Skeeters,34136,"x Moss, S",320714,236,3,0.0127,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2015,29210,York Revolution,3614,"Pounds, B",792957,470,6,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2017,30757,New Britain Bees,107693,"Skelton, J",780624,392,5,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2015,29210,Lancaster Barnstormers,3613,"x Kajimoto, Y",1129814,392,5,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB- 2025,34102,Lexington Legends,163530,"Fuentes, B",1746552,313,4,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2023,34162,Spire City Ghost Hounds,165441,"Abreu, O",1746610,312,4,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=165441&seasonid=34162
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Morin, P",1750304,235,3,0.0128,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2015,29210,Long Island Ducks,3609,"Lyons, D",127728,465,6,0.0129,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB- 2017,30757,York Revolution,3614,"Harris, A",621744,460,6,0.013,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,"Elliott, J",1751027,384,5,0.013,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162
ALPB- 2025,34102,Long Island Ducks,3609,"Thomas, C",1754321,307,4,0.013,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34102
ALPB- 2025,34102,Lexington Legends,163530,"Rock, D",1747327,307,4,0.013,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Hibbert, M",1697270,230,3,0.013,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2012,12585,Long Island Ducks,3609,"x Gorecki, R",275658,306,4,0.0131,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB - 2010,249,Southern Maryland Blue Crabs,3608,"Benjamin, C",45600,454,6,0.0132,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=249
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Vaughn, C",957751,453,6,0.0132,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2023,34162,York Revolution,3614,"Giambrone, T",1751057,450,6,0.0133,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2018,31284,New Britain Bees,107693,"Walton, J",946842,375,5,0.0133,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB- 2023,34162,Lancaster Barnstormers,3613,"Conley, J",1751042,300,4,0.0133,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162
ALPB- 2024,33927,York Revolution,3614,"Wiel, Z",1696994,226,3,0.0133,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=33927
ALPB- 2015,29210,Camden Riversharks,3610,"Crawford, E",701541,224,3,0.0134,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB - 2010,249,Lancaster Barnstormers,3613,"x Perry, J",45652,370,5,0.0135,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2025,34102,Charleston Dirty Birds,163527,"Demeritte, T",1752394,297,4,0.0135,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34102
ALPB- 2013,21966,Camden Riversharks,3610,"x Drennen, J",442790,222,3,0.0135,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB - 2010,249,Lancaster Barnstormers,3613,"Witter, A",45645,222,3,0.0135,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2024,33927,Gastonia Baseball Club,163528,"Watson Jr, K",1696446,368,5,0.0136,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=33927
ALPB- 2018,31284,New Britain Bees,107693,"x Brignac, R",1255233,220,3,0.0136,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB - 2011,540,Lancaster Barnstormers,3613,"Suarez, I",155402,220,3,0.0136,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB - 2011,540,Long Island Ducks,3609,"Jones, K",127678,438,6,0.0137,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Hobson, K",1113281,291,4,0.0137,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Dunston, S",1750750,219,3,0.0137,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2018,31284,York Revolution,3614,"Mitchell, J",1002184,436,6,0.0138,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2015,29210,Camden Riversharks,3610,"Chaves, B",600232,434,6,0.0138,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2019,34130,New Britain Bees,107693,"Moore, L",1750040,363,5,0.0138,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=34130
ALPB - 2010,249,Bridgeport Bluefish,3611,"Chaves, B",45548,431,6,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,"Castro, L",1750921,361,5,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,"Wielansky, M",1697268,359,5,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"Stevens, B",667202,288,4,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2021,34146,Long Island Ducks,3609,"Berardi, J",1750053,216,3,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146
ALPB- 2014,28163,Bridgeport Bluefish,3611,"x Towles, J",600716,216,3,0.0139,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB- 2022,34154,Staten Island Ferry Hawks,163526,"Betancourt, J",1268626,358,5,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34154
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Pérez, Y",1750166,357,5,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Tosoni, R",718999,356,5,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB- 2014,28163,Camden Riversharks,3610,"Hudak, A",614187,286,4,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=28163
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Mehlbauer, C",1747324,215,3,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,"Ray, A",1697271,214,3,0.014,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Baca, M",1716577,355,5,0.0141,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Yetsko, I",1750715,213,3,0.0141,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Miller, A",1750824,213,3,0.0141,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Gindl, C",1111228,492,7,0.0142,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2023,34162,Charleston Dirty Birds,163527,"Smith, J",1750770,424,6,0.0142,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Phipps, D",1490308,351,5,0.0142,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"Maddox, C",1390953,282,4,0.0142,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2017,30757,Bridgeport Bluefish,3611,"x Guillen, O",1102323,281,4,0.0142,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2017,30757,York Revolution,3614,"Mitchell, J",1002184,421,6,0.0143,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB- 2016,30100,York Revolution,3614,"Wilson, J",963336,420,6,0.0143,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2015,29210,Camden Riversharks,3610,"Rockett, D",938572,350,5,0.0143,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Suarez, I",290836,349,5,0.0143,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB - 2011,540,Road Warriors,12699,"x Sosa, C",128999,279,4,0.0143,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB - 2010,249,York Revolution,3614,"Jeroloman, C",45502,485,7,0.0144,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=249
